account number,name,sku,quantity,unit price,ext price,date
740150,Barton LLC,S1-27722,38,64.64,2456.32,2014-06-01 14:43:23
146832,Kiehn-Spinka,B1-04202,42,90.47,3799.74,2014-06-01 15:04:19
740150,Barton LLC,S2-11481,20,31.83,636.6,2014-06-01 19:52:15
307599,"Kassulke, Ondricka and Metz",S2-34077,46,65.76,3024.96,2014-06-02 04:13:20
146832,Kiehn-Spinka,S2-10342,33,57.56,1899.48,2014-06-02 16:30:40
412290,Jerde-Hilpert,B1-50809,22,57.78,1271.16,2014-06-02 18:08:02
786968,"Frami, Hills and Schmidt",S2-10342,42,41.88,1758.96,2014-06-02 22:05:58
141962,Herman LLC,S1-06532,-1,12.17,-12.17,2014-06-03 03:44:35
141962,Herman LLC,S2-00301,4,16.21,64.84,2014-06-03 09:40:31
714466,Trantow-Barrows,S2-82423,35,88,3080,2014-06-03 11:49:49
412290,Jerde-Hilpert,S1-50961,4,56.18,224.72,2014-06-03 23:30:46
239344,Stokes LLC,S2-77896,26,36.58,951.08,2014-06-04 00:52:32
239344,Stokes LLC,B1-53636,34,48.66,1654.44,2014-06-04 03:23:37
307599,"Kassulke, Ondricka and Metz",B1-20000,41,12.97,531.77,2014-06-04 05:32:20
737550,"Fritsch, Russel and Anderson",S1-06532,21,99.39,2087.19,2014-06-04 05:58:28
239344,Stokes LLC,S2-77896,34,64.99,2209.66,2014-06-04 07:20:03
740150,Barton LLC,S1-06532,45,13.01,585.45,2014-06-04 08:30:28
740150,Barton LLC,S2-11481,5,18.38,91.9,2014-06-04 21:24:30
307599,"Kassulke, Ondricka and Metz",S2-16558,14,16.24,227.36,2014-06-04 23:18:41
714466,Trantow-Barrows,B1-20000,46,34.64,1593.44,2014-06-05 01:03:45
424914,White-Trantow,S1-30248,-1,76.46,-76.46,2014-06-05 04:10:34
146832,Kiehn-Spinka,S1-27722,19,39.61,752.59,2014-06-05 08:25:37
688981,Keeling LLC,S2-00301,19,11.42,216.98,2014-06-06 01:48:17
257198,"Cronin, Oberbrunner and Spencer",B1-20000,43,74.45,3201.35,2014-06-06 02:14:36
424914,White-Trantow,B1-53636,46,62.31,2866.26,2014-06-06 05:14:45
146832,Kiehn-Spinka,B1-05914,12,23.41,280.92,2014-06-06 05:55:08
786968,"Frami, Hills and Schmidt",S2-83881,22,59.68,1312.96,2014-06-06 14:07:45
729833,Koepp Ltd,S2-77896,13,59.33,771.29,2014-06-06 15:45:59
146832,Kiehn-Spinka,S2-16558,19,36.92,701.48,2014-06-07 00:57:32
527099,Sanford and Sons,B1-38851,12,76.52,918.24,2014-06-07 02:11:29
257198,"Cronin, Oberbrunner and Spencer",S1-30248,29,55.42,1607.18,2014-06-07 06:07:37
604255,"Halvorson, Crona and Champlin",S1-82801,22,29.51,649.22,2014-06-07 07:50:43
604255,"Halvorson, Crona and Champlin",S2-83881,18,93.29,1679.22,2014-06-08 01:45:26
239344,Stokes LLC,B1-33364,4,24.75,99,2014-06-08 03:06:47
642753,Pollich LLC,B1-53102,46,26.07,1199.22,2014-06-08 19:33:33
163416,Purdy-Kunde,B1-65551,13,85.77,1115.01,2014-06-09 21:19:39
239344,Stokes LLC,S2-77896,30,60.48,1814.4,2014-06-10 17:49:09
688981,Keeling LLC,S1-27722,10,64.88,648.8,2014-06-11 03:39:20
688981,Keeling LLC,S1-82801,19,50.47,958.93,2014-06-11 03:52:46
527099,Sanford and Sons,B1-04202,-1,33.04,-33.04,2014-06-11 06:16:44
141962,Herman LLC,B1-33364,10,73.68,736.8,2014-06-11 08:07:11
740150,Barton LLC,S2-10342,40,69.95,2798,2014-06-12 02:26:40
307599,"Kassulke, Ondricka and Metz",S2-34077,2,24.58,49.16,2014-06-12 02:53:37
786968,"Frami, Hills and Schmidt",S1-27722,23,84.45,1942.35,2014-06-12 05:58:20
307599,"Kassulke, Ondricka and Metz",S1-93683,48,43.66,2095.68,2014-06-12 18:23:49
239344,Stokes LLC,B1-33364,46,74.6,3431.6,2014-06-12 22:45:49
141962,Herman LLC,B1-50809,39,43.33,1689.87,2014-06-13 06:41:13
527099,Sanford and Sons,S1-30248,45,50.5,2272.5,2014-06-13 12:43:00
714466,Trantow-Barrows,S1-50961,40,74.82,2992.8,2014-06-13 23:40:22
688981,Keeling LLC,B1-53636,27,90.01,2430.27,2014-06-14 04:21:21
786968,"Frami, Hills and Schmidt",S1-27722,43,87.6,3766.8,2014-06-14 11:14:03
688981,Keeling LLC,B1-04202,28,76.09,2130.52,2014-06-14 12:34:40
218895,Kulas Inc,S1-82801,44,81.58,3589.52,2014-06-14 16:33:09
412290,Jerde-Hilpert,S2-78676,3,27.33,81.99,2014-06-14 20:49:46
729833,Koepp Ltd,B1-86481,26,50.08,1302.08,2014-06-14 23:47:51
729833,Koepp Ltd,B1-53636,29,55.98,1623.42,2014-06-15 07:02:29
714466,Trantow-Barrows,S2-16558,22,60.79,1337.38,2014-06-15 12:57:44
383080,Will LLC,B1-53102,32,45.03,1440.96,2014-06-15 17:37:04
527099,Sanford and Sons,S1-65481,15,61.88,928.2,2014-06-16 08:30:53
729833,Koepp Ltd,S2-23246,24,69.77,1674.48,2014-06-16 11:31:16
257198,"Cronin, Oberbrunner and Spencer",S2-10342,18,31.73,571.14,2014-06-16 20:12:01
239344,Stokes LLC,B1-53102,14,75.07,1050.98,2014-06-17 14:15:09
688981,Keeling LLC,S2-11481,9,10.27,92.43,2014-06-17 18:02:10
383080,Will LLC,S1-06532,8,18.35,146.8,2014-06-17 18:52:50
163416,Purdy-Kunde,S2-23246,16,29.28,468.48,2014-06-18 06:38:11
239344,Stokes LLC,S1-65481,23,79.72,1833.56,2014-06-18 10:25:50
218895,Kulas Inc,S2-34077,43,53.59,2304.37,2014-06-18 21:27:26
141962,Herman LLC,S2-00301,13,30.58,397.54,2014-06-19 01:31:45
740150,Barton LLC,S2-77896,30,55.52,1665.6,2014-06-19 10:01:59
163416,Purdy-Kunde,S2-82423,41,47.7,1955.7,2014-06-19 11:44:49
146832,Kiehn-Spinka,B1-05914,21,37.86,795.06,2014-06-19 17:14:21
383080,Will LLC,S2-00301,-1,90.65,-90.65,2014-06-20 00:48:03
604255,"Halvorson, Crona and Champlin",S2-16558,13,14.02,182.26,2014-06-20 02:00:36
737550,"Fritsch, Russel and Anderson",B1-65551,2,77.06,154.12,2014-06-20 05:30:24
239344,Stokes LLC,S2-78676,36,78.31,2819.16,2014-06-20 06:50:52
141962,Herman LLC,B1-53636,25,16.95,423.75,2014-06-20 07:11:40
218895,Kulas Inc,S1-93683,-1,72.21,-72.21,2014-06-20 08:43:34
218895,Kulas Inc,S2-83881,1,69.88,69.88,2014-06-20 19:43:53
239344,Stokes LLC,S2-83881,12,58.8,705.6,2014-06-20 22:17:53
672390,Kuhn-Gusikowski,S2-77896,10,50.41,504.1,2014-06-20 22:22:45
163416,Purdy-Kunde,B1-53636,12,26.49,317.88,2014-06-21 02:34:51
163416,Purdy-Kunde,B1-86481,30,63.24,1897.2,2014-06-21 07:44:01
141962,Herman LLC,B1-04202,19,27.35,519.65,2014-06-21 13:19:07
740150,Barton LLC,B1-33087,9,99.58,896.22,2014-06-21 13:46:50
714466,Trantow-Barrows,S2-82423,25,77.07,1926.75,2014-06-21 16:07:13
218895,Kulas Inc,B1-04202,39,18.28,712.92,2014-06-21 20:59:27
786968,"Frami, Hills and Schmidt",S2-10342,41,40.22,1649.02,2014-06-22 00:50:09
146832,Kiehn-Spinka,S2-77896,30,99.27,2978.1,2014-06-22 14:34:31
604255,"Halvorson, Crona and Champlin",B1-33087,22,51.71,1137.62,2014-06-22 18:08:12
642753,Pollich LLC,B1-53102,25,86.61,2165.25,2014-06-22 18:23:26
740150,Barton LLC,S2-77896,22,60.62,1333.64,2014-06-22 19:23:36
141962,Herman LLC,S2-78676,3,30.94,92.82,2014-06-22 22:23:43
688981,Keeling LLC,B1-05914,37,64.9,2401.3,2014-06-23 01:52:09
642753,Pollich LLC,B1-05914,37,13.68,506.16,2014-06-23 12:05:24
412290,Jerde-Hilpert,S1-30248,49,77.38,3791.62,2014-06-23 14:47:28
218895,Kulas Inc,B1-38851,-1,56.89,-56.89,2014-06-24 00:59:41
424914,White-Trantow,S1-82801,14,99.82,1397.48,2014-06-24 06:27:45
146832,Kiehn-Spinka,B1-65551,12,50.46,605.52,2014-06-24 19:58:57
239344,Stokes LLC,S2-34077,20,93.81,1876.2,2014-06-24 23:28:48
714466,Trantow-Barrows,S2-77896,2,20.88,41.76,2014-06-25 01:43:47
141962,Herman LLC,S2-78676,25,66.15,1653.75,2014-06-25 02:30:39
218895,Kulas Inc,B1-38851,8,68.53,548.24,2014-06-25 16:01:03
737550,"Fritsch, Russel and Anderson",B1-86481,32,52.73,1687.36,2014-06-26 00:51:14
424914,White-Trantow,S1-30248,30,95.07,2852.1,2014-06-26 03:20:19
218895,Kulas Inc,B1-53102,3,89.91,269.73,2014-06-26 05:24:44
412290,Jerde-Hilpert,S2-11481,29,39.25,1138.25,2014-06-26 11:36:10
714466,Trantow-Barrows,B1-50809,37,46.11,1706.07,2014-06-26 17:05:23
412290,Jerde-Hilpert,B1-05914,45,81.78,3680.1,2014-06-26 18:27:42
239344,Stokes LLC,B1-04202,10,47.42,474.2,2014-06-27 03:12:15
642753,Pollich LLC,S2-16558,39,50.44,1967.16,2014-06-27 03:36:09
383080,Will LLC,S1-93683,37,12.95,479.15,2014-06-27 04:31:58
786968,"Frami, Hills and Schmidt",S2-82423,30,92.07,2762.1,2014-06-27 05:42:10
424914,White-Trantow,S2-10342,29,67.2,1948.8,2014-06-27 08:07:27
412290,Jerde-Hilpert,S2-10342,27,67.43,1820.61,2014-06-27 08:25:17
239344,Stokes LLC,B1-65551,4,22.03,88.12,2014-06-27 08:44:02
737550,"Fritsch, Russel and Anderson",B1-53636,41,92.53,3793.73,2014-06-27 14:59:51
424914,White-Trantow,S2-78676,39,69.82,2722.98,2014-06-27 23:33:16
383080,Will LLC,S2-00301,37,11.98,443.26,2014-06-28 14:05:41
527099,Sanford and Sons,S2-77896,40,97.18,3887.2,2014-06-28 18:55:03
424914,White-Trantow,S1-82801,48,64.17,3080.16,2014-06-28 18:55:51
146832,Kiehn-Spinka,S2-77896,45,42.06,1892.7,2014-06-28 19:14:38
163416,Purdy-Kunde,S2-83881,11,33.85,372.35,2014-06-29 09:34:14
672390,Kuhn-Gusikowski,S1-47412,4,60.66,242.64,2014-06-29 18:12:10
642753,Pollich LLC,S2-00301,44,56.89,2503.16,2014-06-29 18:31:23
729833,Koepp Ltd,S2-82423,14,53.99,755.86,2014-06-30 00:01:36
714466,Trantow-Barrows,S1-47412,12,20.96,251.52,2014-06-30 09:05:57
714466,Trantow-Barrows,B1-04202,32,26.44,846.08,2014-06-30 19:26:55
688981,Keeling LLC,S1-93683,13,70.71,919.23,2014-06-30 23:52:40
737550,"Fritsch, Russel and Anderson",S1-65481,35,70.51,2467.85,2014-07-01 00:21:58
218895,Kulas Inc,S1-30248,9,16.56,149.04,2014-07-01 00:52:38
163416,Purdy-Kunde,S2-82423,44,68.27,3003.88,2014-07-01 08:15:52
672390,Kuhn-Gusikowski,B1-04202,48,99.39,4770.72,2014-07-01 11:12:13
642753,Pollich LLC,S2-23246,1,51.29,51.29,2014-07-02 04:02:39
412290,Jerde-Hilpert,S2-34077,45,72.95,3282.75,2014-07-02 05:33:32
714466,Trantow-Barrows,S1-93683,47,46,2162,2014-07-03 16:10:50
146832,Kiehn-Spinka,S1-27722,7,14.42,100.94,2014-07-03 23:24:13
672390,Kuhn-Gusikowski,S1-65481,44,64.99,2859.56,2014-07-04 01:35:29
672390,Kuhn-Gusikowski,S2-83881,29,99.85,2895.65,2014-07-04 09:20:40
257198,"Cronin, Oberbrunner and Spencer",S2-16558,12,48.45,581.4,2014-07-04 11:49:22
737550,"Fritsch, Russel and Anderson",S2-78676,37,37.61,1391.57,2014-07-04 14:00:35
146832,Kiehn-Spinka,B1-53636,33,50.77,1675.41,2014-07-04 17:04:28
527099,Sanford and Sons,B1-53102,16,30.74,491.84,2014-07-04 21:27:56
688981,Keeling LLC,B1-53102,45,41.19,1853.55,2014-07-04 21:42:22
424914,White-Trantow,S2-23246,27,37.65,1016.55,2014-07-05 05:13:05
688981,Keeling LLC,S1-47412,43,94.58,4066.94,2014-07-05 10:07:26
383080,Will LLC,B1-65551,41,59.61,2444.01,2014-07-05 19:51:29
786968,"Frami, Hills and Schmidt",S2-34077,34,71.64,2435.76,2014-07-05 23:01:08
604255,"Halvorson, Crona and Champlin",S1-50961,6,99.16,594.96,2014-07-06 01:03:03
714466,Trantow-Barrows,S2-77896,44,32.86,1445.84,2014-07-06 02:43:33
786968,"Frami, Hills and Schmidt",B1-53102,21,73.01,1533.21,2014-07-06 08:22:30
527099,Sanford and Sons,B1-53102,15,86.74,1301.1,2014-07-06 09:27:29
714466,Trantow-Barrows,S2-83881,49,90.7,4444.3,2014-07-06 17:12:04
412290,Jerde-Hilpert,B1-53102,9,44.71,402.39,2014-07-06 23:09:11
383080,Will LLC,S1-27722,8,67.73,541.84,2014-07-07 04:07:44
688981,Keeling LLC,B1-33364,5,94.46,472.3,2014-07-07 19:30:22
412290,Jerde-Hilpert,S2-34077,13,17.74,230.62,2014-07-07 21:16:14
688981,Keeling LLC,S2-00301,8,19.32,154.56,2014-07-07 22:06:17
604255,"Halvorson, Crona and Champlin",S2-83881,2,71.67,143.34,2014-07-07 22:40:59
737550,"Fritsch, Russel and Anderson",B1-53636,33,22.8,752.4,2014-07-08 09:36:32
307599,"Kassulke, Ondricka and Metz",S2-16558,18,23.9,430.2,2014-07-08 10:52:40
737550,"Fritsch, Russel and Anderson",B1-05914,32,91.64,2932.48,2014-07-08 20:18:09
163416,Purdy-Kunde,S2-16558,13,25.53,331.89,2014-07-08 22:41:47
163416,Purdy-Kunde,S1-65481,31,75.47,2339.57,2014-07-09 04:04:23
786968,"Frami, Hills and Schmidt",B1-86481,35,40.85,1429.75,2014-07-09 10:41:39
146832,Kiehn-Spinka,S2-11481,15,51.36,770.4,2014-07-09 17:32:46
729833,Koepp Ltd,B1-53102,8,18.7,149.6,2014-07-09 17:58:54
218895,Kulas Inc,S1-27722,29,25.13,728.77,2014-07-10 05:05:40
257198,"Cronin, Oberbrunner and Spencer",S2-82423,35,91.54,3203.9,2014-07-10 11:09:23
604255,"Halvorson, Crona and Champlin",S1-50961,24,96.39,2313.36,2014-07-10 14:09:32
737550,"Fritsch, Russel and Anderson",B1-04202,15,35.08,526.2,2014-07-10 17:17:01
239344,Stokes LLC,S2-83881,41,50.44,2068.04,2014-07-10 19:48:12
688981,Keeling LLC,S1-47412,38,45.3,1721.4,2014-07-10 20:06:01
307599,"Kassulke, Ondricka and Metz",S2-82423,39,63.45,2474.55,2014-07-10 20:56:52
642753,Pollich LLC,S2-11481,16,90.92,1454.72,2014-07-10 22:20:48
642753,Pollich LLC,S2-34077,24,19.73,473.52,2014-07-10 23:17:10
714466,Trantow-Barrows,B1-65551,38,21.43,814.34,2014-07-11 05:17:36
786968,"Frami, Hills and Schmidt",S1-06532,29,69.53,2016.37,2014-07-11 14:47:22
604255,"Halvorson, Crona and Champlin",B1-53636,42,39.7,1667.4,2014-07-11 20:25:34
604255,"Halvorson, Crona and Champlin",S1-50961,10,49.64,496.4,2014-07-11 23:50:01
672390,Kuhn-Gusikowski,B1-69924,13,19.3,250.9,2014-07-12 07:26:32
740150,Barton LLC,S1-82801,34,30.39,1033.26,2014-07-12 12:01:09
218895,Kulas Inc,S1-30248,24,53.75,1290,2014-07-12 15:13:14
218895,Kulas Inc,S1-06532,46,15.33,705.18,2014-07-12 21:29:55
146832,Kiehn-Spinka,B1-53102,39,26.66,1039.74,2014-07-12 21:45:04
786968,"Frami, Hills and Schmidt",B1-33087,28,14.08,394.24,2014-07-13 04:02:42
527099,Sanford and Sons,S2-23246,7,57.62,403.34,2014-07-13 16:43:51
141962,Herman LLC,S1-82801,9,33.38,300.42,2014-07-13 21:26:48
642753,Pollich LLC,S1-93683,2,38.89,77.78,2014-07-14 00:13:12
714466,Trantow-Barrows,S2-78676,6,42.79,256.74,2014-07-14 01:49:26
642753,Pollich LLC,S1-30248,27,37.61,1015.47,2014-07-14 02:49:03
737550,"Fritsch, Russel and Anderson",S2-10342,30,20.13,603.9,2014-07-14 14:36:34
383080,Will LLC,S2-78676,38,80.88,3073.44,2014-07-14 15:50:25
424914,White-Trantow,B1-05914,43,93.75,4031.25,2014-07-15 02:38:39
218895,Kulas Inc,B1-04202,1,38.85,38.85,2014-07-15 15:17:15
424914,White-Trantow,B1-04202,23,90.64,2084.72,2014-07-15 19:36:28
737550,"Fritsch, Russel and Anderson",S2-78676,40,85.46,3418.4,2014-07-16 09:32:03
424914,White-Trantow,S1-06532,25,28.02,700.5,2014-07-16 09:38:25
672390,Kuhn-Gusikowski,S1-30248,3,29.18,87.54,2014-07-16 12:17:38
257198,"Cronin, Oberbrunner and Spencer",B1-05914,30,74.5,2235,2014-07-16 13:15:49
163416,Purdy-Kunde,B1-69924,37,84.44,3124.28,2014-07-16 14:29:31
412290,Jerde-Hilpert,B1-69924,30,81.37,2441.1,2014-07-16 18:32:49
383080,Will LLC,S1-27722,43,91.89,3951.27,2014-07-16 20:18:14
604255,"Halvorson, Crona and Champlin",S1-93683,44,94.88,4174.72,2014-07-17 01:00:37
740150,Barton LLC,S1-06532,34,64.3,2186.2,2014-07-17 05:05:26
740150,Barton LLC,S1-06532,34,53.03,1803.02,2014-07-17 11:02:29
672390,Kuhn-Gusikowski,S2-78676,49,22.82,1118.18,2014-07-17 13:21:29
146832,Kiehn-Spinka,S2-77896,40,36.95,1478,2014-07-17 18:17:20
412290,Jerde-Hilpert,S2-77896,25,34.58,864.5,2014-07-17 22:02:03
527099,Sanford and Sons,S1-06532,39,53.08,2070.12,2014-07-17 23:44:33
307599,"Kassulke, Ondricka and Metz",S2-34077,37,53.17,1967.29,2014-07-18 17:35:57
239344,Stokes LLC,S2-34077,21,56.22,1180.62,2014-07-18 20:09:47
688981,Keeling LLC,B1-65551,12,41.76,501.12,2014-07-19 16:46:32
527099,Sanford and Sons,B1-38851,28,54.23,1518.44,2014-07-19 19:28:58
672390,Kuhn-Gusikowski,S2-82423,17,60.29,1024.93,2014-07-20 03:44:47
163416,Purdy-Kunde,B1-38851,27,74.38,2008.26,2014-07-20 03:50:35
786968,"Frami, Hills and Schmidt",B1-86481,38,75.52,2869.76,2014-07-20 06:52:27
737550,"Fritsch, Russel and Anderson",S2-77896,12,10.6,127.2,2014-07-20 13:05:19
604255,"Halvorson, Crona and Champlin",B1-33087,15,68.09,1021.35,2014-07-20 20:48:38
688981,Keeling LLC,S2-16558,24,86.32,2071.68,2014-07-21 10:31:32
383080,Will LLC,S2-16558,6,68.92,413.52,2014-07-22 05:13:23
642753,Pollich LLC,S2-10342,42,22.55,947.1,2014-07-22 14:08:43
218895,Kulas Inc,S1-50961,21,45.7,959.7,2014-07-22 17:26:35
218895,Kulas Inc,S1-50961,41,54.86,2249.26,2014-07-22 21:57:03
714466,Trantow-Barrows,B1-04202,31,39.74,1231.94,2014-07-22 22:34:40
424914,White-Trantow,S2-82423,11,10.64,117.04,2014-07-23 08:36:17
737550,"Fritsch, Russel and Anderson",B1-86481,27,27.23,735.21,2014-07-23 18:33:46
307599,"Kassulke, Ondricka and Metz",S2-78676,27,24.29,655.83,2014-07-24 10:15:16
412290,Jerde-Hilpert,S1-06532,34,52.42,1782.28,2014-07-24 10:45:51
527099,Sanford and Sons,S2-16558,-1,89.45,-89.45,2014-07-24 17:46:26
642753,Pollich LLC,B1-20000,41,61.63,2526.83,2014-07-25 05:30:17
239344,Stokes LLC,S1-82801,5,87.06,435.3,2014-07-25 08:37:59
146832,Kiehn-Spinka,B1-33364,49,98.46,4824.54,2014-07-25 14:35:25
714466,Trantow-Barrows,S2-11481,23,28.14,647.22,2014-07-26 03:24:11
527099,Sanford and Sons,B1-20000,45,66.28,2982.6,2014-07-26 04:38:08
141962,Herman LLC,S2-00301,48,77.79,3733.92,2014-07-26 19:11:16
424914,White-Trantow,B1-53102,18,35.09,631.62,2014-07-27 09:17:12
141962,Herman LLC,S1-30248,15,90.72,1360.8,2014-07-27 18:14:48
412290,Jerde-Hilpert,S2-23246,1,26.68,26.68,2014-07-27 19:02:42
688981,Keeling LLC,S1-82801,46,60.34,2775.64,2014-07-28 01:01:10
146832,Kiehn-Spinka,S2-77896,27,32.41,875.07,2014-07-28 05:21:24
141962,Herman LLC,B1-65551,30,97.52,2925.6,2014-07-28 07:03:44
383080,Will LLC,S1-65481,6,98.91,593.46,2014-07-28 08:33:50
307599,"Kassulke, Ondricka and Metz",B1-05914,28,24.18,677.04,2014-07-28 14:02:52
737550,"Fritsch, Russel and Anderson",B1-50809,21,15.41,323.61,2014-07-28 14:44:27
642753,Pollich LLC,S2-16558,23,60.2,1384.6,2014-07-28 17:24:06
740150,Barton LLC,S1-47412,40,43.2,1728,2014-07-29 01:53:56
146832,Kiehn-Spinka,S1-47412,12,48.39,580.68,2014-07-29 02:51:37
424914,White-Trantow,S2-10342,16,64.76,1036.16,2014-07-29 03:37:38
141962,Herman LLC,S2-34077,44,42.58,1873.52,2014-07-29 04:51:26
424914,White-Trantow,B1-33364,18,34.71,624.78,2014-07-29 05:55:30
642753,Pollich LLC,S1-93683,47,98.32,4621.04,2014-07-29 10:23:44
729833,Koepp Ltd,B1-53636,14,82.58,1156.12,2014-07-29 19:08:18
527099,Sanford and Sons,S1-47412,23,93.56,2151.88,2014-07-30 03:39:39
786968,"Frami, Hills and Schmidt",B1-20000,46,54.32,2498.72,2014-07-30 16:55:23
412290,Jerde-Hilpert,B1-53636,5,15.23,76.15,2014-07-30 22:34:31
714466,Trantow-Barrows,S1-27722,48,20.52,984.96,2014-07-31 06:13:05
740150,Barton LLC,S1-27722,34,67.34,2289.56,2014-08-01 01:36:32
740150,Barton LLC,S2-83881,44,47.22,2077.68,2014-08-01 02:05:05
604255,"Halvorson, Crona and Champlin",B1-05914,19,35.83,680.77,2014-08-01 04:26:22
786968,"Frami, Hills and Schmidt",S1-06532,14,48.86,684.04,2014-08-01 10:46:56
729833,Koepp Ltd,S2-11481,22,66.41,1461.02,2014-08-01 12:29:04
642753,Pollich LLC,S1-93683,24,98.95,2374.8,2014-08-01 17:51:36
604255,"Halvorson, Crona and Champlin",S2-78676,47,19.61,921.67,2014-08-02 04:14:23
307599,"Kassulke, Ondricka and Metz",S2-23246,14,43.75,612.5,2014-08-02 06:04:42
218895,Kulas Inc,B1-65551,9,61.26,551.34,2014-08-02 13:43:51
740150,Barton LLC,S1-30248,36,16.47,592.92,2014-08-02 17:31:07
141962,Herman LLC,B1-53102,34,31.47,1069.98,2014-08-02 21:18:47
146832,Kiehn-Spinka,S1-93683,38,89.69,3408.22,2014-08-03 04:47:37
672390,Kuhn-Gusikowski,B1-65551,23,73.93,1700.39,2014-08-03 06:02:16
307599,"Kassulke, Ondricka and Metz",S1-30248,19,74.68,1418.92,2014-08-03 08:29:23
740150,Barton LLC,S1-82801,16,43.54,696.64,2014-08-03 11:58:52
163416,Purdy-Kunde,S1-93683,39,28.5,1111.5,2014-08-03 14:14:54
307599,"Kassulke, Ondricka and Metz",S1-27722,34,54.29,1845.86,2014-08-03 21:09:52
163416,Purdy-Kunde,B1-69924,12,52.38,628.56,2014-08-03 23:53:36
672390,Kuhn-Gusikowski,S2-77896,29,28.61,829.69,2014-08-04 01:10:49
729833,Koepp Ltd,B1-38851,7,94.07,658.49,2014-08-04 11:12:29
163416,Purdy-Kunde,S2-23246,21,20.8,436.8,2014-08-04 19:17:35
604255,"Halvorson, Crona and Champlin",B1-86481,45,57.6,2592,2014-08-05 06:05:54
424914,White-Trantow,B1-20000,25,58.61,1465.25,2014-08-05 08:48:14
424914,White-Trantow,S1-30248,28,42.69,1195.32,2014-08-05 12:06:00
740150,Barton LLC,B1-38851,1,84.18,84.18,2014-08-05 15:48:44
527099,Sanford and Sons,B1-33364,11,27.9,306.9,2014-08-05 19:19:16
163416,Purdy-Kunde,B1-20000,46,95.97,4414.62,2014-08-05 19:39:43
527099,Sanford and Sons,B1-33364,26,85.42,2220.92,2014-08-06 07:35:57
218895,Kulas Inc,B1-65551,35,60.47,2116.45,2014-08-06 07:47:32
729833,Koepp Ltd,S2-77896,1,50.42,50.42,2014-08-06 10:45:38
412290,Jerde-Hilpert,S1-30248,2,16.89,33.78,2014-08-06 12:40:43
239344,Stokes LLC,S1-47412,38,32.81,1246.78,2014-08-07 02:41:30
412290,Jerde-Hilpert,S2-82423,31,93.36,2894.16,2014-08-07 06:40:13
141962,Herman LLC,S2-77896,34,28.31,962.54,2014-08-07 09:13:02
714466,Trantow-Barrows,S2-34077,28,80.06,2241.68,2014-08-07 17:18:38
424914,White-Trantow,B1-33364,32,14.14,452.48,2014-08-08 00:42:33
257198,"Cronin, Oberbrunner and Spencer",S2-77896,37,62.25,2303.25,2014-08-08 03:44:55
714466,Trantow-Barrows,S2-11481,38,90.1,3423.8,2014-08-08 13:52:07
239344,Stokes LLC,S2-16558,43,55.67,2393.81,2014-08-08 15:49:38
642753,Pollich LLC,S1-82801,1,75.22,75.22,2014-08-09 00:27:43
307599,"Kassulke, Ondricka and Metz",S1-93683,39,31.74,1237.86,2014-08-09 17:49:52
672390,Kuhn-Gusikowski,S2-34077,4,36.18,144.72,2014-08-09 19:09:23
257198,"Cronin, Oberbrunner and Spencer",S1-65481,30,29.98,899.4,2014-08-10 03:18:50
146832,Kiehn-Spinka,S2-16558,31,16.04,497.24,2014-08-11 03:22:52
218895,Kulas Inc,S1-50961,46,92.08,4235.68,2014-08-11 11:20:52
383080,Will LLC,S2-10342,10,77.39,773.9,2014-08-11 22:19:48
786968,"Frami, Hills and Schmidt",S2-10342,2,48.81,97.62,2014-08-12 04:27:32
729833,Koepp Ltd,S1-82801,23,96.35,2216.05,2014-08-12 04:55:35
527099,Sanford and Sons,B1-65551,8,69.33,554.64,2014-08-12 05:25:35
424914,White-Trantow,S1-93683,32,13.72,439.04,2014-08-12 23:20:18
257198,"Cronin, Oberbrunner and Spencer",S2-11481,3,19.59,58.77,2014-08-13 08:52:47
714466,Trantow-Barrows,S2-77896,18,57.95,1043.1,2014-08-13 15:32:41
412290,Jerde-Hilpert,B1-53636,39,19.09,744.51,2014-08-13 18:52:07
146832,Kiehn-Spinka,S1-06532,27,14.65,395.55,2014-08-14 01:00:45
729833,Koepp Ltd,B1-53636,15,27.92,418.8,2014-08-14 06:57:21
642753,Pollich LLC,S2-78676,43,31.53,1355.79,2014-08-14 15:34:55
383080,Will LLC,B1-53102,6,42.34,254.04,2014-08-14 22:21:23
740150,Barton LLC,B1-33364,46,83.85,3857.1,2014-08-15 01:51:17
239344,Stokes LLC,B1-33364,12,95.01,1140.12,2014-08-15 02:51:43
527099,Sanford and Sons,B1-86481,9,98.93,890.37,2014-08-15 07:55:29
714466,Trantow-Barrows,S2-11481,49,58.62,2872.38,2014-08-15 08:28:42
412290,Jerde-Hilpert,B1-20000,38,80.68,3065.84,2014-08-15 10:20:48
737550,"Fritsch, Russel and Anderson",S2-16558,12,28.34,340.08,2014-08-16 07:11:36
786968,"Frami, Hills and Schmidt",B1-86481,38,78.94,2999.72,2014-08-16 09:28:31
527099,Sanford and Sons,B1-50809,33,16.87,556.71,2014-08-17 13:24:11
642753,Pollich LLC,S2-83881,26,58.77,1528.02,2014-08-17 15:07:52
714466,Trantow-Barrows,B1-53102,11,86.42,950.62,2014-08-17 22:39:10
257198,"Cronin, Oberbrunner and Spencer",B1-05914,28,56.58,1584.24,2014-08-18 06:29:30
729833,Koepp Ltd,S2-23246,10,42.61,426.1,2014-08-18 20:22:02
